start_date,end_date,fund,ticker,shares_then,shares_now,change,percent_change
2021-01-21,2021-01-22,ARKK,SQ,4940650.0,4969321,28671.0,0.58
2021-01-21,2021-01-22,ARKG,ONEM,184752.0,186354,1602.0,0.87
2021-01-21,2021-01-22,ARKG,GH,680046.0,685950,5904.0,0.87
2021-01-21,2021-01-22,ARKQ,NXPI,486694.0,490664,3970.0,0.82
2021-01-21,2021-01-22,ARKG,CDXS,4985433.0,5028687,43254.0,0.87
2021-01-21,2021-01-22,ARKG,CERS,8154380.0,8154380,0.0,0.0
2021-01-21,2021-01-22,ARKK,CERS,19063301.0,19063301,0.0,0.0
2021-01-21,2021-01-22,ARKG,CGEN,5721282.0,5721282,0.0,0.0
2021-01-21,2021-01-22,ARKK,CGEN,10140626.0,10084426,-56200.0,-0.55
2021-01-21,2021-01-22,ARKG,CLLS,6036351.0,6036351,0.0,0.0
2021-01-21,2021-01-22,ARKW,CRM,336950.0,341160,4210.0,1.25
2021-01-21,2021-01-22,ARKG,CRSP,2485744.0,2379044,-106700.0,-4.29
2021-01-21,2021-01-22,ARKK,CRSP,6070635.0,6070635,0.0,0.0
2021-01-21,2021-01-22,ARKW,CRWD,285919.0,289489,3570.0,1.25
2021-01-21,2021-01-22,ARKG,CSTL,2535046.0,2551106,16060.0,0.63
2021-01-21,2021-01-22,ARKQ,DE,397114.0,400354,3240.0,0.82
2021-01-21,2021-01-22,ARKQ,CAT,365354.0,368334,2980.0,0.82
2021-01-21,2021-01-22,ARKF,DOCU,248858.0,248858,0.0,0.0
2021-01-21,2021-01-22,ARKK,DOCU,1875304.0,1886191,10887.0,0.58
2021-01-21,2021-01-22,ARKF,DSY,2831958.0,2831958,0.0,0.0
2021-01-21,2021-01-22,ARKK,EDIT,6655763.0,6655763,0.0,0.0
2021-01-21,2021-01-22,ARKG,EDIT,1812076.0,1812076,0.0,0.0
2021-01-21,2021-01-22,ARKQ,ESLT,198006.0,199621,1615.0,0.82
2021-01-21,2021-01-22,ARKG,EVGN,4583323.0,4583323,0.0,0.0
2021-01-21,2021-01-22,ARKG,EXAS,2777286.0,2871981,94695.0,3.41
2021-01-21,2021-01-22,ARKK,EXAS,3354066.0,3373541,19475.0,0.58
2021-01-21,2021-01-22,ARKQ,EXPC,278981.0,281256,2275.0,0.82
2021-01-21,2021-01-22,ARKK,FATE,281648.0,283282,1634.0,0.58
2021-01-21,2021-01-22,ARKG,FATE,3649919.0,3681581,31662.0,0.87
2021-01-21,2021-01-22,ARKW,FB,535174.0,541854,6680.0,1.25
2021-01-21,2021-01-22,ARKW,DOCU,445089.0,450649,5560.0,1.25
2021-01-21,2021-01-22,ARKF,FB,181048.0,181048,0.0,0.0
2021-01-21,2021-01-22,ARKQ,BYDDY,1188117.0,1197807,9690.0,0.82
2021-01-21,2021-01-22,ARKG,BLI,2287609.0,2307463,19854.0,0.87
2021-01-21,2021-01-22,ARKW,OKTA,203423.0,205963,2540.0,1.25
2021-01-21,2021-01-22,ARKQ,AAPL,203498.0,205158,1660.0,0.82
2021-01-21,2021-01-22,ARKW,AAPL,470377.0,476247,5870.0,1.25
2021-01-21,2021-01-22,ARKF,AAPL,419854.0,419854,0.0,0.0
2021-01-21,2021-01-22,ARKG,ACCD,3350322.0,3379392,29070.0,0.87
2021-01-21,2021-01-22,ARKW,ADBE,148064.0,149914,1850.0,1.25
2021-01-21,2021-01-22,ARKG,ADPT,1944171.0,1961037,16866.0,0.87
2021-01-21,2021-01-22,ARKQ,ADSK,76132.0,76752,620.0,0.81
2021-01-21,2021-01-22,ARKF,ADYEN,39394.0,39394,0.0,0.0
2021-01-21,2021-01-22,ARKW,ADYEY,1388271.0,1465601,77330.0,5.57
2021-01-21,2021-01-22,ARKF,AMZN,19806.0,19806,0.0,0.0
2021-01-21,2021-01-22,ARKQ,AMZN,8613.0,8683,70.0,0.81
2021-01-21,2021-01-22,ARKG,BMY,2641465.0,2664379,22914.0,0.87
2021-01-21,2021-01-22,ARKQ,ANSS,87689.0,88404,715.0,0.82
2021-01-21,2021-01-22,ARKG,AQB,8619409.0,8619409,0.0,0.0
2021-01-21,2021-01-22,ARKG,ARCT UQ,3935339.0,3935339,0.0,0.0
2021-01-21,2021-01-22,ARKQ,AVAV,559030.0,563590,4560.0,0.82
2021-01-21,2021-01-22,ARKW,BABA,317060.0,321020,3960.0,1.25
2021-01-21,2021-01-22,ARKF,BABA,309591.0,309591,0.0,0.0
2021-01-21,2021-01-22,ARKG,BEAM,1679369.0,1722702,43333.0,2.58
2021-01-21,2021-01-22,ARKW,BEKE,1420310.0,1438040,17730.0,1.25
2021-01-21,2021-01-22,ARKF,BEKE,421707.0,421707,0.0,0.0
2021-01-21,2021-01-22,ARKK,BEKE,5002979.0,5032011,29032.0,0.58
2021-01-21,2021-01-22,ARKK,BIDU,2703967.0,2719661,15694.0,0.58
2021-01-21,2021-01-22,ARKQ,BIDU,494119.0,498149,4030.0,0.82
2021-01-21,2021-01-22,ARKW,BIDU,417002.0,422212,5210.0,1.25
2021-01-21,2021-01-22,ARKW,API,1746547.0,1768357,21810.0,1.25
2021-01-21,2021-01-22,ARKQ,FLIR,768719.0,774989,6270.0,0.82
2021-01-21,2021-01-22,ARKG,CDNA,5109674.0,5154008,44334.0,0.87
2021-01-21,2021-01-22,ARKW,GBTC,6819907.0,6905057,85150.0,1.25
2021-01-21,2021-01-22,ARKG,MASS,551628.0,556416,4788.0,0.87
2021-01-21,2021-01-22,ARKK,MCRB,8038025.0,8038025,0.0,0.0
2021-01-21,2021-01-22,ARKG,MCRB,3552954.0,3552954,0.0,0.0
2021-01-21,2021-01-22,ARKF,MELI,66289.0,66289,0.0,0.0
2021-01-21,2021-01-22,ARKW,MELI,39753.0,40253,500.0,1.26
2021-01-21,2021-01-22,ARKQ,MGA,546555.0,551015,4460.0,0.82
2021-01-21,2021-01-22,ARKF,MKTX,20604.0,20604,0.0,0.0
2021-01-21,2021-01-22,ARKQ,MTLS,2330888.0,2314995,-15893.0,-0.68
2021-01-21,2021-01-22,ARKK,MTLS,6006937.0,6006937,0.0,0.0
2021-01-21,2021-01-22,ARKW,NET,806507.0,816577,10070.0,1.25
2021-01-21,2021-01-22,ARKQ,NIU,1220045.0,1229995,9950.0,0.82
2021-01-21,2021-01-22,ARKQ,NNDM,6560937.0,6614452,53515.0,0.82
2021-01-21,2021-01-22,ARKF,LSPD,803396.0,803396,0.0,0.0
2021-01-21,2021-01-22,ARKW,NNDM,4027219.0,4077509,50290.0,1.25
2021-01-21,2021-01-22,ARKK,NSTG,1639448.0,1648967,9519.0,0.58
2021-01-21,2021-01-22,ARKW,NTDOY,962878.0,974898,12020.0,1.25
2021-01-21,2021-01-22,ARKK,NTDOY,3538771.0,3631410,92639.0,2.62
2021-01-21,2021-01-22,ARKK,NTLA,6456860.0,6456860,0.0,0.0
2021-01-21,2021-01-22,ARKG,NTLA,2178866.0,2178866,0.0,0.0
2021-01-21,2021-01-22,ARKW,NVDA,170639.0,172769,2130.0,1.25
2021-01-21,2021-01-22,ARKF,NVDA,49250.0,49250,0.0,0.0
2021-01-21,2021-01-22,ARKQ,NVDA,71875.0,72460,585.0,0.81
2021-01-21,2021-01-22,ARKK,NVS,1230780.0,1237924,7144.0,0.58
2021-01-21,2021-01-22,ARKG,NVS,3571242.0,3602220,30978.0,0.87
2021-01-21,2021-01-22,ARKK,NVTA,17456809.0,17456809,0.0,0.0
2021-01-21,2021-01-22,ARKW,FSLY,1406447.0,1424007,17560.0,1.25
2021-01-21,2021-01-22,ARKG,NSTG,1282640.0,1293764,11124.0,0.87
2021-01-21,2021-01-22,ARKQ,LMT,112213.0,113128,915.0,0.82
2021-01-21,2021-01-22,ARKW,NFLX,304829.0,308639,3810.0,1.25
2021-01-21,2021-01-22,ARKG,NVTA,6180483.0,6180483,0.0,0.0
2021-01-21,2021-01-22,ARKQ,GOOG,50772.0,51187,415.0,0.82
2021-01-21,2021-01-22,ARKG,LGVW,1897795.0,1914265,16470.0,0.87
2021-01-21,2021-01-22,ARKF,GWRE,266373.0,266373,0.0,0.0
2021-01-21,2021-01-22,ARKF,HDB,340002.0,340002,0.0,0.0
2021-01-21,2021-01-22,ARKQ,HON,51504.0,51924,420.0,0.82
2021-01-21,2021-01-22,ARKW,HUBS,159369.0,161359,1990.0,1.25
2021-01-21,2021-01-22,ARKK,HUYA,6879589.0,6879589,0.0,0.0
2021-01-21,2021-01-22,ARKW,HUYA,4710087.0,4710087,0.0,0.0
2021-01-21,2021-01-22,ARKF,ICE,912119.0,912119,0.0,0.0
2021-01-21,2021-01-22,ARKK,ICE,2992004.0,3009370,17366.0,0.58
2021-01-21,2021-01-22,ARKW,ICE,1105431.0,1119231,13800.0,1.25
2021-01-21,2021-01-22,ARKG,INCY,2460824.0,2683399,222575.0,9.04
2021-01-21,2021-01-22,ARKF,INTU,109178.0,109178,0.0,0.0
2021-01-21,2021-01-22,ARKG,IONS,3072929.0,3176646,103717.0,3.38
2021-01-21,2021-01-22,ARKG,GOOGL,118425.0,119451,1026.0,0.87
2021-01-21,2021-01-22,ARKG,IOVA,7402961.0,7467185,64224.0,0.87
2021-01-21,2021-01-22,ARKK,IOVA,9947891.0,10005613,57722.0,0.58
2021-01-21,2021-01-22,ARKW,LC,4605038.0,4605038,0.0,0.0
2021-01-21,2021-01-22,ARKQ,KTOS,3352779.0,3472953,120174.0,3.58
2021-01-21,2021-01-22,ARKF,KSPI,51155.0,51155,0.0,0.0
2021-01-21,2021-01-22,ARKQ,KMTUY,2274258.0,2292808,18550.0,0.82
2021-01-21,2021-01-22,ARKQ,JD,1260940.0,1271225,10285.0,0.82
2021-01-21,2021-01-22,ARKF,LC,1879598.0,1879598,0.0,0.0
2021-01-21,2021-01-22,ARKW,JD,737820.0,747030,9210.0,1.25
2021-01-21,2021-01-22,ARKQ,ISRG,35556.0,35846,290.0,0.82
2021-01-21,2021-01-22,ARKK,IRDM,5446089.0,5477686,31597.0,0.58
2021-01-21,2021-01-22,ARKQ,IRDM,1717833.0,1731848,14015.0,0.82
2021-01-21,2021-01-22,ARKF,JD,336502.0,336502,0.0,0.0
