date,fund,company,ticker,shares,weight(%)
1/4/2021,ARKW,SYNOPSYS INC,SNPS,184107,0.88
1/4/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1366919,1.84
1/4/2021,ARKF,SPLUNK INC,SPLK,220645,1.88
1/4/2021,ARKW,SPLUNK INC,SPLK,323453,1.02
1/4/2021,ARKK,SPLUNK INC,SPLK,1064811,0.99
1/4/2021,ARKQ,SPLUNK INC,SPLK,124308,1.2
1/4/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,534446,3.14
1/4/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,1557937,2.71
1/4/2021,ARKF,SQUARE INC - A,SQ,917723,10.37
1/4/2021,ARKW,SQUARE INC - A,SQ,1042624,4.35
1/4/2021,ARKK,SQUARE INC - A,SQ,4332599,5.37
1/4/2021,ARKG,SAREPTA THERAPEUTICS INC,SRPT,244043,0.52
1/4/2021,ARKK,STRATASYS LTD,SSYS,7052150,0.81
1/4/2021,ARKQ,STRATASYS LTD,SSYS,1693400,2.02
1/4/2021,ARKG,SURFACE ONCOLOGY INC,SURF,2560943,0.3
1/4/2021,ARKG,SYROS PHARMACEUTICALS INC,SYRS,3159384,0.43
1/4/2021,ARKK,SYROS PHARMACEUTICALS INC,SYRS,5058187,0.3
1/4/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,8661551,1.99
1/4/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2651211,1.08
1/4/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1955814,2.69
1/4/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,283720,1.2
1/4/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1083387,4.03
1/4/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,676957,1.17
1/4/2021,ARKK,TELADOC HEALTH INC,TDOC,3923565,4.41
1/4/2021,ARKW,TELADOC HEALTH INC,TDOC,943702,3.57
1/4/2021,ARKG,TELADOC HEALTH INC,TDOC,2460687,6.32
1/4/2021,ARKF,TELADOC HEALTH INC,TDOC,104340,1.07
1/4/2021,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,221776,0.97
1/4/2021,ARKQ,TERADYNE INC,TER,241785,1.67
1/4/2021,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,190391,1.15
1/4/2021,ARKF,LENDINGTREE INC,TREE UW,172402,2.41
1/4/2021,ARKK,LENDINGTREE INC,TREE UW,1224647,1.88
1/4/2021,ARKW,LENDINGTREE INC,TREE UW,356781,1.84
1/4/2021,ARKQ,TRIMBLE INC,TRMB,1079989,4.15
1/4/2021,ARKW,TESLA INC,TSLA,747958,10.3
1/4/2021,ARKQ,TESLA INC,TSLA,304058,12.87
1/4/2021,ARKK,TESLA INC,TSLA,2678166,10.95
1/4/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,487792,3.16
1/4/2021,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,474647,1
1/4/2021,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,2758361,1.73
1/4/2021,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,250035,1.43
1/4/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,82487,1.2
1/4/2021,ARKF,TWILIO INC - A,TWLO,148468,2.54
1/4/2021,ARKW,TWILIO INC - A,TWLO,288010,1.82
1/4/2021,ARKK,TWILIO INC - A,TWLO,1156464,2.17
1/4/2021,ARKQ,2U INC,TWOU,1201373,2.72
1/4/2021,ARKK,2U INC,TWOU,8058045,1.76
1/4/2021,ARKW,2U INC,TWOU,1892624,1.4
1/4/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,3089360,5.26
1/4/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,2520769,1.88
1/4/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,535886,0.96
1/4/2021,ARKK,UNITY SOFTWARE INC,U,1578007,1.27
1/4/2021,ARKW,UNITY SOFTWARE INC,U,551716,1.5
1/4/2021,ARKW,VERACYTE INC,VCYT,1654255,1.48
1/4/2021,ARKG,VERACYTE INC,VCYT,2154080,1.3
1/4/2021,ARKK,VERACYTE INC,VCYT,4993376,1.32
1/4/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,336774,1.18
1/4/2021,ARKF,VERISK ANALYTICS INC,VRSK,76579,0.79
1/4/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,820330,2.41
1/4/2021,ARKF,WORKDAY INC-CLASS A,WDAY,164375,1.92
1/4/2021,ARKQ,WORKHORSE GROUP INC,WKHS,1877228,2.33
1/4/2021,ARKQ,XILINX INC,XLNX,166673,1.38
1/4/2021,ARKK,EXONE CO/THE,XONE,546461,0.03
1/4/2021,ARKQ,EXONE CO/THE,XONE,997483,0.54
1/4/2021,ARKF,ZILLOW GROUP INC - C,Z,667620,4.46
1/4/2021,ARKW,ZILLOW GROUP INC - C,Z,791691,1.95
1/4/2021,ARKK,ZILLOW GROUP INC - C,Z,4254149,3.12
1/4/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,223724,1.52
1/4/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,809468,1.63
