date,fund,company,ticker,shares,weight(%)
1/6/2021,ARKG,COMPUGEN LTD,CGEN,5721282.00,0.89
1/6/2021,ARKK,COMPUGEN LTD,CGEN,10855726.00,0.73
1/6/2021,ARKG,CELLECTIS - ADR,CLLS,6036351.00,2.03
1/6/2021,ARKW,SALESFORCE.COM INC,CRM,227642.00,0.91
1/6/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,6384590.00,5.61
1/6/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,2739885.00,5.58
1/6/2021,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,262000.00,1.01
1/6/2021,ARKG,CASTLE BIOSCIENCES INC,CSTL,2136030.00,1.90
1/6/2021,ARKQ,DEERE & CO,DE,263844.00,4.09
1/6/2021,ARKW,DOCUSIGN INC,DOCU,348851.00,1.44
1/6/2021,ARKF,DOCUSIGN INC,DOCU,210402.00,2.30
1/6/2021,ARKK,DOCUSIGN INC,DOCU,1542984.00,1.85
1/6/2021,ARKF,DISCOVERY LTD,DSY,2394208.00,1.13
1/6/2021,ARKK,EDITAS MEDICINE INC,EDIT,6772555.00,2.92
1/6/2021,ARKG,EDITAS MEDICINE INC,EDIT,1812076.00,1.81
1/6/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,136402.00,0.94
1/6/2021,ARKG,EVOGENE LTD,EVGN,4583323.00,0.27
1/6/2021,ARKK,EXACT SCIENCES CORP,EXAS,2773434.00,1.85
1/6/2021,ARKG,EXACT SCIENCES CORP,EXAS,2123100.00,3.28
1/6/2021,ARKG,FATE THERAPEUTICS INC,FATE,2995571.00,3.71
1/6/2021,ARKK,FATE THERAPEUTICS INC,FATE,250000.00,0.13
1/6/2021,ARKF,FACEBOOK INC-CLASS A,FB,153080.00,1.96
1/6/2021,ARKW,FACEBOOK INC-CLASS A,FB,490418.00,2.38
1/6/2021,ARKQ,FLIR SYSTEMS INC,FLIR,1153693.00,3.23
1/6/2021,ARKW,FASTLY INC - CLASS A,FSLY,1160804.00,1.75
1/6/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,6249410.00,5.06
1/6/2021,ARKG,GUARDANT HEALTH INC,GH,558030.00,0.90
1/6/2021,ARKQ,ALPHABET INC-CL C,GOOG,39235.00,3.63
1/6/2021,ARKG,ALPHABET INC-CL A,GOOGL,97221.00,2.08
1/6/2021,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,225181.00,1.40
1/6/2021,ARKF,HDFC BANK LTD-ADR,HDB,287410.00,0.99
1/6/2021,ARKQ,HONEYWELL INTERNATIONAL INC,HON,39828.00,0.45
1/6/2021,ARKW,HUBSPOT INC,HUBS,146036.00,1.01
1/6/2021,ARKK,HUYA INC-ADR,HUYA,6391391.00,0.70
1/6/2021,ARKW,HUYA INC-ADR,HUYA,4443682.00,1.67
1/6/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,735385.00,4.15
1/6/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,2655715.00,1.65
1/6/2021,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,891580.00,1.90
1/6/2021,ARKG,INCYTE CORP,INCY,1840340.00,1.93
1/6/2021,ARKF,INTUIT INC,INTU,92306.00,1.62
1/6/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,2478485.00,1.73
1/6/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,6075694.00,3.54
1/6/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,8829944.00,2.22
1/6/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,4834063.00,1.08
1/6/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,1472008.00,3.27
1/6/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,27494.00,1.16
1/6/2021,ARKW,JD.COM INC-ADR,JD,676113.00,1.10
1/6/2021,ARKF,JD.COM INC-ADR,JD,284518.00,1.22
1/6/2021,ARKQ,JD.COM INC-ADR,JD,798520.00,3.76
1/6/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,1585170.00,2.42
1/6/2021,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,43251.00,0.14
1/6/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,2530322.00,3.60
1/6/2021,ARKF,LENDINGCLUB CORP,LC,1879598.00,0.92
1/6/2021,ARKW,LENDINGCLUB CORP,LC,4628718.00,0.86
1/6/2021,ARKG,LONGVIEW ACQUISITION CORP-A,LGVW,1557357.00,0.35
1/6/2021,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,681796.00,2.16
1/6/2021,ARKG,908 DEVICES INC,MASS,452676.00,0.31
1/6/2021,ARKK,SERES THERAPEUTICS INC,MCRB,8435523.00,1.16
1/6/2021,ARKG,SERES THERAPEUTICS INC,MCRB,3552954.00,1.13
1/6/2021,ARKW,MERCADOLIBRE INC,MELI,45662.00,1.32
1/6/2021,ARKF,MERCADOLIBRE INC,MELI,56105.00,4.30
1/6/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,124646.00,0.50
1/6/2021,ARKF,MARKETAXESS HOLDINGS INC,MKTX,17412.00,0.46
1/6/2021,ARKK,MATERIALISE NV-ADR,MTLS,6008935.00,1.90
1/6/2021,ARKQ,MATERIALISE NV-ADR,MTLS,2269443.00,7.14
1/6/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,739038.00,1.00
1/6/2021,ARKW,NETFLIX INC,NFLX,234036.00,2.16
1/6/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,943386.00,1.46
1/6/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,3690297.00,0.55
1/6/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,5073080.00,2.19
1/6/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,2378978.00,0.88
1/6/2021,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,1052744.00,0.91
1/6/2021,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,882344.00,1.28
1/6/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,3109711.00,1.31
1/6/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,6603257.00,2.36
1/6/2021,ARKG,INTELLIA THERAPEUTICS INC,NTLA,2178866.00,1.81
1/6/2021,ARKF,NVIDIA CORP,NVDA,41650.00,1.02
1/6/2021,ARKQ,NVIDIA CORP,NVDA,47885.00,1.29
1/6/2021,ARKW,NVIDIA CORP,NVDA,156368.00,1.45
1/6/2021,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,2411582.00,2.80
1/6/2021,ARKG,INVITAE CORP,NVTA,6180483.00,3.50
1/6/2021,ARKK,INVITAE CORP,NVTA,17462614.00,4.26
1/6/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,347130.00,3.12
1/6/2021,ARKW,OKTA INC,OKTA,186405.00,0.82
1/6/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,197165.00,0.14
1/6/2021,ARKK,ORGANOVO HOLDINGS INC,ONVO ,828825.00,0.06
1/6/2021,ARKG,ORGANOVO HOLDINGS INC,ONVO ,374190.00,0.06
1/6/2021,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,3581003.00,1.78
1/6/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,1037251.00,1.36
1/6/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,7558875.00,1.15
1/6/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,19967366.00,7.02
1/6/2021,ARKW,PAGERDUTY INC,PD,2368160.00,1.74
1/6/2021,ARKK,PAGERDUTY INC,PD,7555149.00,1.62
1/6/2021,ARKF,PINDUODUO INC-ADR,PDD,190752.00,1.64
1/6/2021,ARKG,PHREESIA INC,PHR,1359041.00,0.93
1/6/2021,ARKW,PINTEREST INC- CLASS A,PINS,1758945.00,2.18
1/6/2021,ARKK,PINTEREST INC- CLASS A,PINS,2275735.00,0.82
1/6/2021,ARKF,PINTEREST INC- CLASS A,PINS,1198380.00,3.92
1/6/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,1342742.00,0.58
1/6/2021,ARKK,PROTO LABS INC,PRLB,3215376.00,2.79
1/6/2021,ARKQ,PROTO LABS INC,PRLB,306881.00,2.65
1/6/2021,ARKG,PERSONALIS INC,PSNL,6739994.00,2.73
1/6/2021,ARKW,PURE STORAGE INC - CLASS A,PSTG,6867527.00,2.90
1/6/2021,ARKG,PURE STORAGE INC - CLASS A,PSTG,8710400.00,2.48
1/6/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,22262889.00,2.73
1/6/2021,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,3836111.00,0.33
1/6/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,449761.00,1.19
1/6/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,330261.00,3.65
1/6/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,497263.00,2.08
1/6/2021,ARKK,PAYPAL HOLDINGS INC,PYPL,1560317.00,1.90
1/6/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,557480.00,1.04
1/6/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,553786.00,3.23
1/6/2021,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,6194145.00,3.31
1/6/2021,ARKQ,ROCKWELL AUTOMATION INC,ROK,59362.00,0.82
1/6/2021,ARKW,ROKU INC,ROKU,835907.00,5.29
1/6/2021,ARKK,ROKU INC,ROKU,3774458.00,6.94
1/6/2021,ARKG,REPARE THERAPEUTICS INC,RPTX,807566.00,0.37
1/6/2021,ARKF,SCHWAB (CHARLES) CORP,SCHW,502236.00,1.41
1/6/2021,ARKG,SCHRODINGER INC,SDGR,1440963.00,1.43
1/6/2021,ARKW,SEA LTD-ADR,SE,568867.00,2.04
1/6/2021,ARKK,SEA LTD-ADR,SE,872703.00,0.91
1/6/2021,ARKF,SEA LTD-ADR,SE,376658.00,3.57
1/6/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,311986.00,1.82
1/6/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,37328.00,1.98
1/6/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,94620.00,1.90
1/6/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,650383.00,2.16
1/6/2021,ARKW,SKILLZ INC,SKLZ,462650.00,0.19
1/6/2021,ARKW,SNAP INC - A,SNAP,2407543.00,2.21
1/6/2021,ARKF,SNAP INC - A,SNAP,992424.00,2.41
1/6/2021,ARKQ,SYNOPSYS INC,SNPS,131787.00,1.75
1/6/2021,ARKK,SYNOPSYS INC,SNPS,671783.00,0.90
1/6/2021,ARKW,SYNOPSYS INC,SNPS,185625.00,0.85
1/6/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1430303.00,1.84
1/6/2021,ARKF,SPLUNK INC,SPLK,230617.00,1.82
1/6/2021,ARKW,SPLUNK INC,SPLK,326123.00,0.97
1/6/2021,ARKK,SPLUNK INC,SPLK,1077796.00,0.93
1/6/2021,ARKQ,SPLUNK INC,SPLK,130083.00,1.12
1/6/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,1576942.00,2.66
1/6/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,538850.00,3.12
1/6/2021,ARKF,SQUARE INC - A,SQ,959231.00,10.61
1/6/2021,ARKK,SQUARE INC - A,SQ,4385414.00,5.34
1/6/2021,ARKW,SQUARE INC - A,SQ,1051216.00,4.40
1/6/2021,ARKG,SAREPTA THERAPEUTICS INC,SRPT,250851.00,0.52
1/6/2021,ARKK,STRATASYS LTD,SSYS,7052150.00,0.80
1/6/2021,ARKQ,STRATASYS LTD,SSYS,1693400.00,1.90
1/6/2021,ARKG,SURFACE ONCOLOGY INC,SURF,2839610.00,0.33
1/6/2021,ARKK,SYROS PHARMACEUTICALS INC,SYRS,5058187.00,0.28
1/6/2021,ARKG,SYROS PHARMACEUTICALS INC,SYRS,3159384.00,0.40
1/6/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,8902039.00,1.98
1/6/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1132383.00,4.06
1/6/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2683540.00,1.06
1/6/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,296872.00,1.17
1/6/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1971936.00,2.68
1/6/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,707593.00,1.15
1/6/2021,ARKK,TELADOC HEALTH INC,TDOC,3971375.00,4.35
1/6/2021,ARKG,TELADOC HEALTH INC,TDOC,2528997.00,6.41
1/6/2021,ARKF,TELADOC HEALTH INC,TDOC,109056.00,1.09
1/6/2021,ARKW,TELADOC HEALTH INC,TDOC,951478.00,3.58
1/6/2021,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,223606.00,0.93
1/6/2021,ARKQ,TERADYNE INC,TER,252999.00,1.65
1/6/2021,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,195681.00,1.18
1/6/2021,ARKF,LENDINGTREE INC,TREE UW,172402.00,2.17
1/6/2021,ARKK,LENDINGTREE INC,TREE UW,1224647.00,1.70
1/6/2021,ARKW,LENDINGTREE INC,TREE UW,356781.00,1.70
1/6/2021,ARKQ,TRIMBLE INC,TRMB,1229513.00,4.49
1/6/2021,ARKQ,TESLA INC,TSLA,318149.00,12.83
1/6/2021,ARKK,TESLA INC,TSLA,2710821.00,10.99
1/6/2021,ARKW,TESLA INC,TSLA,754120.00,10.51
1/6/2021,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,2791961.00,1.73
1/6/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,510409.00,3.15
1/6/2021,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,261364.00,1.47
1/6/2021,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,478559.00,1.02
1/6/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,83165.00,1.14
1/6/2021,ARKK,TWILIO INC - A,TWLO,1170569.00,2.07
1/6/2021,ARKF,TWILIO INC - A,TWLO,155200.00,2.49
1/6/2021,ARKW,TWILIO INC - A,TWLO,290386.00,1.76
1/6/2021,ARKQ,2U INC,TWOU,1201373.00,2.52
1/6/2021,ARKW,2U INC,TWOU,1892624.00,1.37
1/6/2021,ARKK,2U INC,TWOU,8058045.00,1.70
1/6/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,2551499.00,1.96
1/6/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,3109399.00,5.54
1/6/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,550790.00,0.96
1/6/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,511016.00,0.38
1/6/2021,ARKW,UNITY SOFTWARE INC,U,490775.00,1.25
1/6/2021,ARKK,UNITY SOFTWARE INC,U,1597257.00,1.18
1/6/2021,ARKG,VERACYTE INC,VCYT,2154080.00,1.31
1/6/2021,ARKW,VERACYTE INC,VCYT,1654255.00,1.49
1/6/2021,ARKK,VERACYTE INC,VCYT,4993376.00,1.31
1/6/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,385078.00,1.28
1/6/2021,ARKF,VERISK ANALYTICS INC,VRSK,80046.00,0.78
1/6/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,843100.00,2.37
1/6/2021,ARKF,WORKDAY INC-CLASS A,WDAY,171827.00,1.84
1/6/2021,ARKQ,WORKHORSE GROUP INC,WKHS,1964258.00,2.48
1/6/2021,ARKQ,XILINX INC,XLNX,174401.00,1.31
1/6/2021,ARKK,EXONE CO/THE,XONE,475810.00,0.03
1/6/2021,ARKQ,EXONE CO/THE,XONE,997483.00,0.55
1/6/2021,ARKK,ZILLOW GROUP INC - C,Z,4305984.00,3.11
1/6/2021,ARKF,ZILLOW GROUP INC - C,Z,697824.00,4.58
1/6/2021,ARKW,ZILLOW GROUP INC - C,Z,798219.00,1.98
1/6/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,819338.00,1.51
1/6/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,225566.00,1.43
