date,fund,company,ticker,shares,weight(%)
1/12/2021,ARKW,FASTLY INC - CLASS A,FSLY,1213010.00,1.78
1/12/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,6530419.00,4.17
1/12/2021,ARKG,GUARDANT HEALTH INC,GH,596734.00,0.99
1/12/2021,ARKQ,ALPHABET INC-CL C,GOOG,44132.00,3.42
1/12/2021,ARKG,ALPHABET INC-CL A,GOOGL,103947.00,1.88
1/12/2021,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,237918.00,1.35
1/12/2021,ARKF,HDFC BANK LTD-ADR,HDB,303672.00,1.00
1/12/2021,ARKQ,HONEYWELL INTERNATIONAL INC,HON,44784.00,0.42
1/12/2021,ARKW,HUBSPOT INC,HUBS,152603.00,1.02
1/12/2021,ARKK,HUYA INC-ADR,HUYA,6741052.00,0.65
1/12/2021,ARKW,HUYA INC-ADR,HUYA,4643510.00,1.59
1/12/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,814784.00,4.21
1/12/2021,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,1058511.00,2.04
1/12/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,2801041.00,1.52
1/12/2021,ARKG,INCYTE CORP,INCY,1967898.00,1.93
1/12/2021,ARKF,INTUIT INC,INTU,97523.00,1.56
1/12/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,2650282.00,1.63
1/12/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,9312974.00,2.13
1/12/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,6496730.00,3.35
1/12/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,5098500.00,1.03
1/12/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,1655281.00,3.24
1/12/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,30916.00,1.08
1/12/2021,ARKW,JD.COM INC-ADR,JD,706506.00,1.03
1/12/2021,ARKF,JD.COM INC-ADR,JD,300592.00,1.17
1/12/2021,ARKQ,JD.COM INC-ADR,JD,897935.00,3.53
1/12/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,1782511.00,2.31
1/12/2021,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,45695.00,0.13
1/12/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,2845342.00,3.55
1/12/2021,ARKW,LENDINGCLUB CORP,LC,4628718.00,0.84
1/12/2021,ARKF,LENDINGCLUB CORP,LC,1879598.00,0.91
1/12/2021,ARKG,LONGVIEW ACQUISITION CORP-A,LGVW,1665385.00,0.34
1/12/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,65254.00,0.99
1/12/2021,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,719396.00,2.19
1/12/2021,ARKG,908 DEVICES INC,MASS,484064.00,0.29
1/12/2021,ARKG,SERES THERAPEUTICS INC,MCRB,3552954.00,0.98
1/12/2021,ARKK,SERES THERAPEUTICS INC,MCRB,8191122.00,1.00
1/12/2021,ARKF,MERCADOLIBRE INC,MELI,59254.00,4.71
1/12/2021,ARKW,MERCADOLIBRE INC,MELI,47708.00,1.42
1/12/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,428095.00,1.45
1/12/2021,ARKF,MARKETAXESS HOLDINGS INC,MKTX,18399.00,0.43
1/12/2021,ARKQ,MATERIALISE NV-ADR,MTLS,2446618.00,7.09
1/12/2021,ARKK,MATERIALISE NV-ADR,MTLS,6006937.00,1.80
1/12/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,772269.00,0.98
1/12/2021,ARKW,NETFLIX INC,NFLX,244563.00,1.98
1/12/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,1060815.00,1.95
1/12/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,5704648.00,2.38
1/12/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,3856245.00,0.59
1/12/2021,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,1125668.00,0.79
1/12/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,2420448.00,0.75
1/12/2021,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,922010.00,1.21
1/12/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,3279841.00,1.21
1/12/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,6456860.00,2.25
1/12/2021,ARKG,INTELLIA THERAPEUTICS INC,NTLA,2178866.00,1.71
1/12/2021,ARKQ,NVIDIA CORP,NVDA,53844.00,1.29
1/12/2021,ARKF,NVIDIA CORP,NVDA,44000.00,1.04
1/12/2021,ARKW,NVIDIA CORP,NVDA,163397.00,1.44
1/12/2021,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,2578693.00,2.51
1/12/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,695509.00,0.30
1/12/2021,ARKG,INVITAE CORP,NVTA,6180483.00,3.05
1/12/2021,ARKK,INVITAE CORP,NVTA,17456809.00,3.82
1/12/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,390344.00,3.05
1/12/2021,ARKW,OKTA INC,OKTA,194787.00,0.82
1/12/2021,ARKG,ORGANOVO HOLDINGS INC,ONVO ,374190.00,0.05
1/12/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,197165.00,0.11
1/12/2021,ARKK,ORGANOVO HOLDINGS INC,ONVO ,756755.00,0.04
1/12/2021,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,3742034.00,1.70
1/12/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,1095860.00,1.33
1/12/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,7257224.00,1.11
1/12/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,18962195.00,6.54
1/12/2021,ARKW,PAGERDUTY INC,PD,2237999.00,1.65
1/12/2021,ARKK,PAGERDUTY INC,PD,7552637.00,1.56
1/12/2021,ARKF,PINDUODUO INC-ADR,PDD,201541.00,1.50
1/12/2021,ARKG,PHREESIA INC,PHR,1453205.00,0.91
1/12/2021,ARKK,PINTEREST INC- CLASS A,PINS,2400232.00,0.83
1/12/2021,ARKF,PINTEREST INC- CLASS A,PINS,1266107.00,4.17
1/12/2021,ARKW,PINTEREST INC- CLASS A,PINS,1838046.00,2.26
1/12/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,1403132.00,0.60
1/12/2021,ARKQ,PROTO LABS INC,PRLB,280592.00,2.18
1/12/2021,ARKK,PROTO LABS INC,PRLB,3157475.00,2.54
1/12/2021,ARKG,PERSONALIS INC,PSNL,6739994.00,2.78
1/12/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,22255488.00,2.40
1/12/2021,ARKG,PURE STORAGE INC - CLASS A,PSTG,8710400.00,2.12
1/12/2021,ARKW,PURE STORAGE INC - CLASS A,PSTG,6570108.00,2.52
1/12/2021,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,3836111.00,0.33
1/12/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,469990.00,1.20
1/12/2021,ARKK,PAYPAL HOLDINGS INC,PYPL,1645700.00,1.80
1/12/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,519637.00,2.02
1/12/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,348920.00,3.64
1/12/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,703940.00,1.18
1/12/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,705610.00,3.71
1/12/2021,ARKK,REGENERON PHARMACEUTICALS,REGN,106483.00,0.25
1/12/2021,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,6623392.00,3.03
1/12/2021,ARKQ,ROCKWELL AUTOMATION INC,ROK,87397.00,1.03
1/12/2021,ARKK,ROKU INC,ROKU,3980928.00,7.60
1/12/2021,ARKW,ROKU INC,ROKU,873494.00,5.94
1/12/2021,ARKG,REPARE THERAPEUTICS INC,RPTX,863498.00,0.38
1/12/2021,ARKF,SCHWAB (CHARLES) CORP,SCHW,530624.00,1.42
1/12/2021,ARKG,SCHRODINGER INC,SDGR,1540791.00,1.43
1/12/2021,ARKW,SEA LTD-ADR,SE,594442.00,2.13
1/12/2021,ARKK,SEA LTD-ADR,SE,920403.00,0.92
1/12/2021,ARKF,SEA LTD-ADR,SE,397949.00,3.81
1/12/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,98877.00,1.93
1/12/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,352101.00,1.92
1/12/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,39443.00,2.06
1/12/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,687137.00,2.05
1/12/2021,ARKW,SKILLZ INC,SKLZ,483473.00,0.19
1/12/2021,ARKF,SNAP INC - A,SNAP,1048495.00,2.60
1/12/2021,ARKW,SNAP INC - A,SNAP,2515805.00,2.33
1/12/2021,ARKQ,SYNOPSYS INC,SNPS,148189.00,1.70
1/12/2021,ARKK,SYNOPSYS INC,SNPS,708512.00,0.84
1/12/2021,ARKW,SYNOPSYS INC,SNPS,193974.00,0.82
1/12/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1608384.00,1.90
1/12/2021,ARKF,SPLUNK INC,SPLK,243636.00,1.79
1/12/2021,ARKQ,SPLUNK INC,SPLK,791.00,0.01
1/12/2021,ARKW,SPLUNK INC,SPLK,340776.00,0.93
1/12/2021,ARKK,SPLUNK INC,SPLK,1136785.00,0.87
1/12/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,1663221.00,2.65
1/12/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,563072.00,3.20
1/12/2021,ARKF,SQUARE INC - A,SQ,1013422.00,10.12
1/12/2021,ARKW,SQUARE INC - A,SQ,1098486.00,4.10
1/12/2021,ARKK,SQUARE INC - A,SQ,4625294.00,4.84
1/12/2021,ARKG,SAREPTA THERAPEUTICS INC,SRPT,1129972.00,1.02
1/12/2021,ARKQ,STRATASYS LTD,SSYS,1544348.00,1.87
1/12/2021,ARKK,STRATASYS LTD,SSYS,7049806.00,0.89
1/12/2021,ARKG,SURFACE ONCOLOGY INC,SURF,3036471.00,0.35
1/12/2021,ARKG,SYROS PHARMACEUTICALS INC,SYRS,3159384.00,0.38
1/12/2021,ARKK,SYROS PHARMACEUTICALS INC,SYRS,5056505.00,0.27
1/12/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,12038953.00,2.28
1/12/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,4212557.00,1.48
1/12/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,333865.00,1.13
1/12/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2454437.00,3.07
1/12/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1268394.00,4.24
1/12/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,747590.00,1.29
1/12/2021,ARKF,TELADOC HEALTH INC,TDOC,115213.00,1.16
1/12/2021,ARKK,TELADOC HEALTH INC,TDOC,4188569.00,4.43
1/12/2021,ARKG,TELADOC HEALTH INC,TDOC,2704227.00,6.46
1/12/2021,ARKW,TELADOC HEALTH INC,TDOC,994268.00,3.75
1/12/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,60245.00,1.02
1/12/2021,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,233671.00,0.90
1/12/2021,ARKQ,TERADYNE INC,TER,284505.00,1.73
1/12/2021,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,209251.00,1.08
1/12/2021,ARKF,LENDINGTREE INC,TREE UW,172402.00,2.37
1/12/2021,ARKK,LENDINGTREE INC,TREE UW,1224240.00,1.76
1/12/2021,ARKW,LENDINGTREE INC,TREE UW,356781.00,1.83
1/12/2021,ARKQ,TRIMBLE INC,TRMB,1534017.00,4.90
1/12/2021,ARKQ,TESLA INC,TSLA,318047.00,11.99
1/12/2021,ARKW,TESLA INC,TSLA,717948.00,9.99
1/12/2021,ARKK,TESLA INC,TSLA,2543799.00,9.93
1/12/2021,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,2944761.00,1.66
1/12/2021,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,500075.00,1.01
1/12/2021,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,276143.00,1.49
1/12/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,573952.00,3.13
1/12/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,86894.00,1.15
1/12/2021,ARKW,TWILIO INC - A,TWLO,303454.00,1.87
1/12/2021,ARKK,TWILIO INC - A,TWLO,1234646.00,2.13
1/12/2021,ARKF,TWILIO INC - A,TWLO,163989.00,2.70
1/12/2021,ARKQ,2U INC,TWOU,1201373.00,2.33
1/12/2021,ARKW,2U INC,TWOU,1892624.00,1.36
1/12/2021,ARKK,2U INC,TWOU,8055366.00,1.62
1/12/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,3324867.00,5.62
1/12/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,2691101.00,2.01
1/12/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,851254.00,0.66
1/12/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,589022.00,1.03
1/12/2021,ARKW,UNITY SOFTWARE INC,U,512852.00,1.24
1/12/2021,ARKK,UNITY SOFTWARE INC,U,1684561.00,1.14
1/12/2021,ARKW,VERACYTE INC,VCYT,1654255.00,1.35
1/12/2021,ARKG,VERACYTE INC,VCYT,2154080.00,1.12
1/12/2021,ARKK,VERACYTE INC,VCYT,4841473.00,1.11
1/12/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,411746.00,1.21
1/12/2021,ARKF,VERISK ANALYTICS INC,VRSK,84581.00,0.73
1/12/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,1205304.00,2.87
1/12/2021,ARKF,WORKDAY INC-CLASS A,WDAY,181556.00,1.80
1/12/2021,ARKQ,WORKHORSE GROUP INC,WKHS,2208810.00,2.45
1/12/2021,ARKQ,XILINX INC,XLNX,196113.00,1.28
1/12/2021,ARKQ,EXONE CO/THE,XONE,997483.00,0.60
1/12/2021,ARKF,ZILLOW GROUP INC - C,Z,737257.00,4.73
1/12/2021,ARKW,ZILLOW GROUP INC - C,Z,834123.00,2.00
1/12/2021,ARKK,ZILLOW GROUP INC - C,Z,4541463.00,3.05
1/12/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,1182987.00,1.94
1/12/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,324603.00,1.90
