date,fund,company,ticker,shares,weight(%)
1/8/2021,ARKW,PURE STORAGE INC - CLASS A,PSTG,6570108.00,2.60
1/8/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,22262889.00,2.50
1/8/2021,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,3836111.00,0.30
1/8/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,458956.00,1.22
1/8/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,340583.00,3.70
1/8/2021,ARKK,PAYPAL HOLDINGS INC,PYPL,1614554.00,1.85
1/8/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,507433.00,2.06
1/8/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,674878.00,1.11
1/8/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,608386.00,3.22
1/8/2021,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,6499711.00,2.94
1/8/2021,ARKQ,ROCKWELL AUTOMATION INC,ROK,83789.00,1.00
1/8/2021,ARKW,ROKU INC,ROKU,852992.00,5.69
1/8/2021,ARKK,ROKU INC,ROKU,3905644.00,7.37
1/8/2021,ARKG,REPARE THERAPEUTICS INC,RPTX,847382.00,0.38
1/8/2021,ARKF,SCHWAB (CHARLES) CORP,SCHW,517940.00,1.37
1/8/2021,ARKG,SCHRODINGER INC,SDGR,1512027.00,1.43
1/8/2021,ARKF,SEA LTD-ADR,SE,388436.00,3.66
1/8/2021,ARKW,SEA LTD-ADR,SE,580492.00,2.04
1/8/2021,ARKK,SEA LTD-ADR,SE,903003.00,0.90
1/8/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,38498.00,2.05
1/8/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,96555.00,1.92
1/8/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,345431.00,1.94
1/8/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,670715.00,2.23
1/8/2021,ARKW,SKILLZ INC,SKLZ,472115.00,0.17
1/8/2021,ARKF,SNAP INC - A,SNAP,1023442.00,2.42
1/8/2021,ARKW,SNAP INC - A,SNAP,2456757.00,2.16
1/8/2021,ARKK,SYNOPSYS INC,SNPS,695114.00,0.86
1/8/2021,ARKQ,SYNOPSYS INC,SNPS,142073.00,1.70
1/8/2021,ARKW,SYNOPSYS INC,SNPS,189420.00,0.83
1/8/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1541988.00,1.77
1/8/2021,ARKQ,SPLUNK INC,SPLK,140221.00,1.06
1/8/2021,ARKK,SPLUNK INC,SPLK,1115267.00,0.87
1/8/2021,ARKF,SPLUNK INC,SPLK,237819.00,1.76
1/8/2021,ARKW,SPLUNK INC,SPLK,332784.00,0.92
1/8/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,1631785.00,2.73
1/8/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,549860.00,3.24
1/8/2021,ARKF,SQUARE INC - A,SQ,989209.00,10.70
1/8/2021,ARKK,SQUARE INC - A,SQ,4537810.00,5.18
1/8/2021,ARKW,SQUARE INC - A,SQ,1072710.00,4.33
1/8/2021,ARKG,SAREPTA THERAPEUTICS INC,SRPT,1108858.00,0.97
1/8/2021,ARKQ,STRATASYS LTD,SSYS,1544348.00,1.98
1/8/2021,ARKK,STRATASYS LTD,SSYS,7052150.00,0.94
1/8/2021,ARKG,SURFACE ONCOLOGY INC,SURF,2979748.00,0.34
1/8/2021,ARKG,SYROS PHARMACEUTICALS INC,SYRS,3159384.00,0.41
1/8/2021,ARKK,SYROS PHARMACEUTICALS INC,SYRS,5058187.00,0.29
1/8/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,10406097.00,2.02
1/8/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2396837.00,3.08
1/8/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,320071.00,1.12
1/8/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2963163.00,1.08
1/8/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1238091.00,4.27
1/8/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,729719.00,1.28
1/8/2021,ARKF,TELADOC HEALTH INC,TDOC,112462.00,1.15
1/8/2021,ARKW,TELADOC HEALTH INC,TDOC,970932.00,3.69
1/8/2021,ARKG,TELADOC HEALTH INC,TDOC,2653737.00,6.42
1/8/2021,ARKK,TELADOC HEALTH INC,TDOC,4109341.00,4.43
1/8/2021,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,228181.00,0.90
1/8/2021,ARKQ,TERADYNE INC,TER,272757.00,1.64
1/8/2021,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,205341.00,1.12
1/8/2021,ARKW,LENDINGTREE INC,TREE UW,356781.00,1.58
1/8/2021,ARKK,LENDINGTREE INC,TREE UW,1224647.00,1.53
1/8/2021,ARKF,LENDINGTREE INC,TREE UW,172402.00,2.05
1/8/2021,ARKQ,TRIMBLE INC,TRMB,1470701.00,4.84
1/8/2021,ARKW,TESLA INC,TSLA,717602.00,10.55
1/8/2021,ARKK,TESLA INC,TSLA,2619557.00,10.90
1/8/2021,ARKQ,TESLA INC,TSLA,317564.00,12.72
1/8/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,550258.00,2.97
1/8/2021,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,2889022.00,1.62
1/8/2021,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,488339.00,0.97
1/8/2021,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,269528.00,1.43
1/8/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,84860.00,1.13
1/8/2021,ARKK,TWILIO INC - A,TWLO,1211272.00,2.06
1/8/2021,ARKW,TWILIO INC - A,TWLO,296326.00,1.78
1/8/2021,ARKF,TWILIO INC - A,TWLO,160062.00,2.58
1/8/2021,ARKQ,2U INC,TWOU,1201373.00,2.41
1/8/2021,ARKW,2U INC,TWOU,1892624.00,1.39
1/8/2021,ARKK,2U INC,TWOU,8058045.00,1.68
1/8/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,3262783.00,5.77
1/8/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,2640177.00,2.08
1/8/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,578006.00,0.98
1/8/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,835130.00,0.63
1/8/2021,ARKK,UNITY SOFTWARE INC,U,1652719.00,1.14
1/8/2021,ARKW,UNITY SOFTWARE INC,U,500810.00,1.22
1/8/2021,ARKW,VERACYTE INC,VCYT,1654255.00,1.44
1/8/2021,ARKK,VERACYTE INC,VCYT,4861993.00,1.20
1/8/2021,ARKG,VERACYTE INC,VCYT,2154080.00,1.19
1/8/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,404062.00,1.24
1/8/2021,ARKF,VERISK ANALYTICS INC,VRSK,82565.00,0.74
1/8/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,884680.00,2.23
1/8/2021,ARKF,WORKDAY INC-CLASS A,WDAY,177209.00,1.81
1/8/2021,ARKQ,WORKHORSE GROUP INC,WKHS,2117642.00,2.46
1/8/2021,ARKQ,XILINX INC,XLNX,188017.00,1.27
1/8/2021,ARKQ,EXONE CO/THE,XONE,997483.00,0.59
1/8/2021,ARKF,ZILLOW GROUP INC - C,Z,719638.00,4.66
1/8/2021,ARKW,ZILLOW GROUP INC - C,Z,814539.00,1.97
1/8/2021,ARKK,ZILLOW GROUP INC - C,Z,4455565.00,3.05
1/8/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,847820.00,1.40
1/8/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,230171.00,1.34
