date,fund,company,ticker,shares,weight(%)
1/14/2021,ARKQ,MATERIALISE NV-ADR,MTLS,2446618.00,7.36
1/14/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,787374.00,1.02
1/14/2021,ARKW,NETFLIX INC,NFLX,249348.00,2.00
1/14/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,1102626.00,1.77
1/14/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,3931667.00,0.65
1/14/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,5929437.00,2.52
1/14/2021,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,1173254.00,0.83
1/14/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,1880890.00,0.60
1/14/2021,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,940040.00,1.19
1/14/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,3347251.00,1.17
1/14/2021,ARKG,INTELLIA THERAPEUTICS INC,NTLA,2178866.00,1.77
1/14/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,6456860.00,2.37
1/14/2021,ARKW,NVIDIA CORP,NVDA,166592.00,1.41
1/14/2021,ARKF,NVIDIA CORP,NVDA,45750.00,1.01
1/14/2021,ARKQ,NVIDIA CORP,NVDA,55965.00,1.21
1/14/2021,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,2853823.00,2.63
1/14/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,1175884.00,0.49
1/14/2021,ARKG,INVITAE CORP,NVTA,6180483.00,3.22
1/14/2021,ARKK,INVITAE CORP,NVTA,17456809.00,4.12
1/14/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,405716.00,2.99
1/14/2021,ARKW,OKTA INC,OKTA,198597.00,0.83
1/14/2021,ARKG,ORGANOVO HOLDINGS INC,ONVO ,374190.00,0.05
1/14/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,197165.00,0.12
1/14/2021,ARKK,ORGANOVO HOLDINGS INC,ONVO ,664698.00,0.04
1/14/2021,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,3815206.00,1.62
1/14/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,1139528.00,1.26
1/14/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,7257224.00,1.21
1/14/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,18659907.00,6.86
1/14/2021,ARKK,PAGERDUTY INC,PD,7552637.00,1.57
1/14/2021,ARKW,PAGERDUTY INC,PD,2237999.00,1.69
1/14/2021,ARKF,PINDUODUO INC-ADR,PDD,209579.00,1.47
1/14/2021,ARKG,PHREESIA INC,PHR,1514651.00,0.94
1/14/2021,ARKW,PINTEREST INC- CLASS A,PINS,1873988.00,2.13
1/14/2021,ARKF,PINTEREST INC- CLASS A,PINS,1316542.00,3.91
1/14/2021,ARKK,PINTEREST INC- CLASS A,PINS,2449561.00,0.77
1/14/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,1927669.00,0.77
1/14/2021,ARKQ,PROTO LABS INC,PRLB,280592.00,2.01
1/14/2021,ARKK,PROTO LABS INC,PRLB,3157475.00,2.44
1/14/2021,ARKG,PERSONALIS INC,PSNL,6739994.00,2.83
1/14/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,22255488.00,2.29
1/14/2021,ARKW,PURE STORAGE INC - CLASS A,PSTG,6570108.00,2.46
1/14/2021,ARKG,PURE STORAGE INC - CLASS A,PSTG,8710400.00,1.98
1/14/2021,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,3836111.00,0.30
1/14/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,479185.00,1.27
1/14/2021,ARKK,PAYPAL HOLDINGS INC,PYPL,1679531.00,1.79
1/14/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,529794.00,2.06
1/14/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,362815.00,3.67
1/14/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,731681.00,1.13
1/14/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,735486.00,3.71
1/14/2021,ARKK,REGENERON PHARMACEUTICALS,REGN,145197.00,0.33
1/14/2021,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,6939841.00,2.97
1/14/2021,ARKQ,ROCKWELL AUTOMATION INC,ROK,90841.00,0.98
1/14/2021,ARKK,ROKU INC,ROKU,4062702.00,7.50
1/14/2021,ARKW,ROKU INC,ROKU,861664.00,5.78
1/14/2021,ARKG,REPARE THERAPEUTICS INC,RPTX,899996.00,0.39
1/14/2021,ARKF,SCHWAB (CHARLES) CORP,SCHW,551764.00,1.37
1/14/2021,ARKG,SCHRODINGER INC,SDGR,1605933.00,1.45
1/14/2021,ARKW,SEA LTD-ADR,SE,606067.00,2.23
1/14/2021,ARKK,SEA LTD-ADR,SE,1187901.00,1.20
1/14/2021,ARKF,SEA LTD-ADR,SE,413804.00,3.97
1/14/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,41018.00,2.02
1/14/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,100812.00,1.91
1/14/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,359346.00,1.87
1/14/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,714507.00,2.17
1/14/2021,ARKW,SKILLZ INC,SKLZ,492925.00,0.21
1/14/2021,ARKF,SNAP INC - A,SNAP,1090250.00,2.24
1/14/2021,ARKW,SNAP INC - A,SNAP,2564992.00,2.02
1/14/2021,ARKQ,SYNOPSYS INC,SNPS,154027.00,1.63
1/14/2021,ARKK,SYNOPSYS INC,SNPS,723065.00,0.82
1/14/2021,ARKW,SYNOPSYS INC,SNPS,197769.00,0.82
1/14/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1671762.00,2.26
1/14/2021,ARKQ,SPLUNK INC,SPLK,833.00,0.01
1/14/2021,ARKW,SPLUNK INC,SPLK,347436.00,0.95
1/14/2021,ARKK,SPLUNK INC,SPLK,1160158.00,0.87
1/14/2021,ARKF,SPLUNK INC,SPLK,253354.00,1.81
1/14/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,574082.00,3.15
1/14/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,1697367.00,2.56
1/14/2021,ARKF,SQUARE INC - A,SQ,1053777.00,10.26
1/14/2021,ARKW,SQUARE INC - A,SQ,1119966.00,4.18
1/14/2021,ARKK,SQUARE INC - A,SQ,4720336.00,4.85
1/14/2021,ARKG,SAREPTA THERAPEUTICS INC,SRPT,1254389.00,1.10
1/14/2021,ARKQ,STRATASYS LTD,SSYS,1544348.00,2.07
1/14/2021,ARKK,STRATASYS LTD,SSYS,7049806.00,1.02
1/14/2021,ARKG,SURFACE ONCOLOGY INC,SURF,3164984.00,0.37
1/14/2021,ARKG,SYROS PHARMACEUTICALS INC,SYRS,3159384.00,0.43
1/14/2021,ARKK,SYROS PHARMACEUTICALS INC,SYRS,5056505.00,0.31
1/14/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,12548044.00,2.19
1/14/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2502424.00,3.24
1/14/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,4299119.00,1.53
1/14/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1318899.00,4.46
1/14/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,347032.00,1.15
1/14/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,777375.00,1.35
1/14/2021,ARKF,TELADOC HEALTH INC,TDOC,141192.00,1.33
1/14/2021,ARKK,TELADOC HEALTH INC,TDOC,4274627.00,4.25
1/14/2021,ARKW,TELADOC HEALTH INC,TDOC,1013708.00,3.67
1/14/2021,ARKG,TELADOC HEALTH INC,TDOC,2818572.00,6.19
1/14/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,76017.00,1.21
1/14/2021,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,238246.00,0.85
1/14/2021,ARKQ,TERADYNE INC,TER,295719.00,1.68
1/14/2021,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,218106.00,1.06
1/14/2021,ARKF,LENDINGTREE INC,TREE UW,172402.00,2.26
1/14/2021,ARKK,LENDINGTREE INC,TREE UW,1224240.00,1.69
1/14/2021,ARKW,LENDINGTREE INC,TREE UW,356781.00,1.79
1/14/2021,ARKQ,TRIMBLE INC,TRMB,1594455.00,4.56
1/14/2021,ARKQ,TESLA INC,TSLA,330584.00,11.44
1/14/2021,ARKK,TESLA INC,TSLA,2596064.00,9.68
1/14/2021,ARKW,TESLA INC,TSLA,731988.00,9.92
1/14/2021,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,3005241.00,1.68
1/14/2021,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,509855.00,1.03
1/14/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,596569.00,3.09
1/14/2021,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,287133.00,1.52
1/14/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88589.00,1.10
1/14/2021,ARKK,TWILIO INC - A,TWLO,1260035.00,2.14
1/14/2021,ARKW,TWILIO INC - A,TWLO,309394.00,1.91
1/14/2021,ARKF,TWILIO INC - A,TWLO,170534.00,2.75
1/14/2021,ARKW,2U INC,TWOU,1892624.00,1.34
1/14/2021,ARKK,2U INC,TWOU,8055366.00,1.57
1/14/2021,ARKQ,2U INC,TWOU,1201373.00,2.17
1/14/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,3465469.00,6.39
1/14/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,2746415.00,2.30
1/14/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,994562.00,0.79
1/14/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,613937.00,1.08
1/14/2021,ARKW,UNITY SOFTWARE INC,U,522887.00,1.26
1/14/2021,ARKK,UNITY SOFTWARE INC,U,1719148.00,1.14
1/14/2021,ARKW,VERACYTE INC,VCYT,1654255.00,1.39
1/14/2021,ARKK,VERACYTE INC,VCYT,4841473.00,1.12
1/14/2021,ARKG,VERACYTE INC,VCYT,2154080.00,1.10
1/14/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,429148.00,1.14
1/14/2021,ARKF,VERISK ANALYTICS INC,VRSK,87964.00,0.71
1/14/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,1256278.00,2.77
1/14/2021,ARKF,WORKDAY INC-CLASS A,WDAY,188801.00,1.79
1/14/2021,ARKQ,WORKHORSE GROUP INC,WKHS,2295855.00,2.31
1/14/2021,ARKQ,XILINX INC,XLNX,203841.00,1.17
1/14/2021,ARKQ,EXONE CO/THE,XONE,997483.00,0.62
1/14/2021,ARKF,ZILLOW GROUP INC - C,Z,766622.00,4.61
1/14/2021,ARKW,ZILLOW GROUP INC - C,Z,850430.00,1.96
1/14/2021,ARKK,ZILLOW GROUP INC - C,Z,4634766.00,2.94
1/14/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,330948.00,2.03
1/14/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,1207305.00,2.04
