date,fund,company,ticker,shares,weight(%)
1/5/2021,ARKQ,APPLE INC,AAPL,155358.00,1.11
1/5/2021,ARKW,APPLE INC,AAPL,430461.00,1.03
1/5/2021,ARKF,APPLE INC,AAPL,350253.00,2.22
1/5/2021,ARKG,ACCOLADE INC,ACCD,2384648.00,1.29
1/5/2021,ARKW,ADOBE INC,ADBE,109569.00,0.97
1/5/2021,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,1556253.00,1.10
1/5/2021,ARKQ,AUTODESK INC,ADSK,58152.00,0.96
1/5/2021,ARKF,ADYEN NV,ADYEN,32874.00,3.58
1/5/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,1148087.00,0.95
1/5/2021,ARKF,AMAZON.COM INC,AMZN,16546.00,2.58
1/5/2021,ARKQ,AMAZON.COM INC,AMZN,6583.00,1.16
1/5/2021,ARKQ,ANSYS INC,ANSS,66954.00,1.32
1/5/2021,ARKW,AGORA INC-ADR,API,1598241.00,1.23
1/5/2021,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,8619409.00,0.94
1/5/2021,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,3935339.00,2.44
1/5/2021,ARKQ,AEROVIRONMENT INC,AVAV,426790.00,2.06
1/5/2021,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,258246.00,3.01
1/5/2021,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,290132.00,1.28
1/5/2021,ARKG,BEAM THERAPEUTICS INC,BEAM,1139787.00,1.22
1/5/2021,ARKF,KE HOLDINGS INC,BEKE,351780.00,1.05
1/5/2021,ARKW,KE HOLDINGS INC,BEKE,1299725.00,1.47
1/5/2021,ARKK,KE HOLDINGS INC,BEKE,4404028.00,1.48
1/5/2021,ARKW,BAIDU INC - SPON ADR,BIDU,187888.00,0.74
1/5/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,275990.00,3.23
1/5/2021,ARKK,BAIDU INC - SPON ADR,BIDU,1730104.00,2.02
1/5/2021,ARKG,BERKELEY LIGHTS INC,BLI,1531169.00,1.72
1/5/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,907063.00,2.97
1/5/2021,ARKQ,CATERPILLAR INC,CAT,261924.00,2.63
1/5/2021,ARKG,CAREDX INC,CDNA,4090153.00,3.74
1/5/2021,ARKG,CODEXIS INC,CDXS,3990557.00,1.07
1/5/2021,ARKK,CERUS CORP,CERS,19069641.00,0.73
1/5/2021,ARKG,CERUS CORP,CERS,8154380.00,0.72
1/5/2021,ARKG,COMPUGEN LTD,CGEN,5721282.00,0.92
1/5/2021,ARKK,COMPUGEN LTD,CGEN,10855726.00,0.75
1/5/2021,ARKG,CELLECTIS - ADR,CLLS,6036351.00,2.08
1/5/2021,ARKW,SALESFORCE.COM INC,CRM,227332.00,0.92
1/5/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,6384590.00,5.58
1/5/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,2739885.00,5.59
1/5/2021,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,261643.00,1.01
1/5/2021,ARKG,CASTLE BIOSCIENCES INC,CSTL,2083320.00,1.82
1/5/2021,ARKQ,DEERE & CO,DE,260502.00,3.91
1/5/2021,ARKW,DOCUSIGN INC,DOCU,348376.00,1.46
1/5/2021,ARKF,DOCUSIGN INC,DOCU,207619.00,2.30
1/5/2021,ARKK,DOCUSIGN INC,DOCU,1530240.00,1.90
1/5/2021,ARKF,DISCOVERY LTD,DSY,2362539.00,1.16
1/5/2021,ARKG,EDITAS MEDICINE INC,EDIT,1812076.00,1.77
1/5/2021,ARKK,EDITAS MEDICINE INC,EDIT,6772555.00,2.83
1/5/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,134674.00,0.98
1/5/2021,ARKG,EVOGENE LTD,EVGN,4583323.00,0.29
1/5/2021,ARKG,EXACT SCIENCES CORP,EXAS,2070726.00,3.34
1/5/2021,ARKK,EXACT SCIENCES CORP,EXAS,2750538.00,1.90
1/5/2021,ARKG,FATE THERAPEUTICS INC,FATE,2921693.00,3.22
1/5/2021,ARKW,FACEBOOK INC-CLASS A,FB,489750.00,2.43
1/5/2021,ARKF,FACEBOOK INC-CLASS A,FB,151056.00,1.98
1/5/2021,ARKQ,FLIR SYSTEMS INC,FLIR,1139089.00,3.31
1/5/2021,ARKW,FASTLY INC - CLASS A,FSLY,1159222.00,1.84
1/5/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,6240896.00,4.50
1/5/2021,ARKG,GUARDANT HEALTH INC,GH,544254.00,0.89
1/5/2021,ARKQ,ALPHABET INC-CL C,GOOG,38737.00,3.69
1/5/2021,ARKG,ALPHABET INC-CL A,GOOGL,94827.00,2.10
1/5/2021,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,222200.00,1.36
1/5/2021,ARKF,HDFC BANK LTD-ADR,HDB,283604.00,0.98
1/5/2021,ARKQ,HONEYWELL INTERNATIONAL INC,HON,39324.00,0.45
1/5/2021,ARKW,HUBSPOT INC,HUBS,145837.00,1.02
1/5/2021,ARKW,HUYA INC-ADR,HUYA,4437627.00,1.77
1/5/2021,ARKK,HUYA INC-ADR,HUYA,6338591.00,0.75
1/5/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,725661.00,3.99
1/5/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,2633779.00,1.63
1/5/2021,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,890365.00,1.85
1/5/2021,ARKG,INCYTE CORP,INCY,1794938.00,1.96
1/5/2021,ARKF,INTUIT INC,INTU,91085.00,1.63
1/5/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,2417333.00,1.72
1/5/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,5925838.00,3.37
1/5/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,8757032.00,2.13
1/5/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,4794151.00,1.04
1/5/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,1453372.00,3.15
1/5/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,27146.00,1.19
1/5/2021,ARKW,JD.COM INC-ADR,JD,675192.00,1.18
1/5/2021,ARKF,JD.COM INC-ADR,JD,280756.00,1.30
1/5/2021,ARKQ,JD.COM INC-ADR,JD,788410.00,4.12
1/5/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,1565100.00,2.38
